transaction_id,store_id,timestamp,sku_id,quantity,unit_price,total_amount
tx_27,store_2,2026-01-19 12:56:00,sku_2,4,2.28,9.12
tx_28,store_3,2026-01-20 03:44:00,sku_1,1,2.41,2.41
tx_29,store_3,2026-01-26 04:01:00,sku_1,2,1.77,3.54
tx_30,store_2,2026-01-25 13:05:00,sku_3,2,9.27,18.54
tx_31,store_2,2026-01-06 07:54:00,sku_3,1,8.38,8.38
tx_32,store_1,2026-01-24 22:31:00,sku_7,3,4.66,13.98
tx_33,store_1,2026-01-09 02:59:00,sku_6,3,9.4,28.2
tx_34,store_1,2026-01-25 17:26:00,sku_7,4,3.92,15.68
tx_35,store_1,2026-01-30 15:57:00,sku_3,1,8.03,8.03
tx_36,store_1,2026-01-28 19:22:00,sku_1,2,1.72,3.44
tx_37,store_3,2026-01-24 02:17:00,sku_2,3,2.09,6.27
tx_38,store_3,2026-01-17 03:09:00,sku_3,1,8.42,8.42
tx_39,store_1,2026-01-20 06:42:00,sku_2,2,2.09,4.18
tx_40,store_1,2026-01-28 08:47:00,sku_1,4,2.26,9.04
tx_41,store_1,2026-01-16 16:56:00,sku_6,1,9.83,9.83
tx_42,store_2,2026-01-22 19:28:00,sku_3,1,10.18,10.18
tx_43,store_1,2026-01-10 08:20:00,sku_6,4,7.31,29.24
tx_44,store_1,2026-01-09 13:08:00,sku_6,1,8.99,8.99
tx_45,store_3,2026-01-31 04:43:00,sku_5,2,2.24,4.48
tx_46,store_1,2026-01-28 02:10:00,sku_6,2,7.93,15.86
tx_47,store_2,2026-01-13 07:49:00,sku_2,3,2.69,8.07
tx_48,store_2,2026-01-14 19:02:00,sku_7,1,4.06,4.06
tx_49,store_1,2026-01-22 13:27:00,sku_5,2,1.39,2.78
tx_50,store_3,2026-01-14 14:08:00,sku_7,1,3.9,3.9
tx_51,store_3,2026-01-06 23:42:00,sku_3,2,9.76,19.52
tx_52,store_2,2026-01-23 13:25:00,sku_5,4,4.67,18.68
tx_53,store_1,2026-01-04 18:22:00,sku_6,1,7.73,7.73
tx_54,store_3,2026-01-12 16:32:00,sku_1,4,1.79,7.16
tx_55,store_2,2026-01-13 08:18:00,sku_1,3,1.52,4.56
tx_56,store_3,2026-01-08 23:09:00,sku_4,1,11.73,11.73
tx_57,store_2,2026-01-09 09:15:00,sku_6,2,8.99,17.98
tx_58,store_1,2026-01-05 04:58:00,sku_5,3,4.52,13.56
tx_59,store_3,2026-01-26 08:57:00,sku_7,4,3.2,12.8
tx_60,store_1,2026-01-10 00:37:00,sku_1,1,1.56,1.56
tx_61,store_1,2026-01-08 03:53:00,sku_1,4,1.71,6.84
tx_62,store_1,2026-01-27 20:23:00,sku_1,2,1.6,3.2
tx_63,store_1,2026-01-03 04:28:00,sku_5,2,1.9,3.8
tx_64,store_2,2026-01-20 04:48:00,sku_7,4,3.03,12.12
tx_65,store_1,2026-01-10 12:10:00,sku_3,4,9.82,39.28
tx_66,store_1,2026-01-05 05:25:00,sku_5,4,2.75,11.0
tx_67,store_1,2026-01-16 23:11:00,sku_7,4,2.61,10.44
tx_68,store_3,2026-01-01 00:11:00,sku_7,2,4.38,8.76
tx_69,store_2,2026-01-10 03:41:00,sku_6,3,6.32,18.96
tx_70,store_1,2026-01-17 08:27:00,sku_4,1,12.86,12.86
tx_71,store_2,2026-01-20 15:33:00,sku_3,1,8.71,8.71
tx_72,store_1,2026-01-08 22:06:00,sku_4,4,12.32,49.28
tx_73,store_1,2026-01-21 06:36:00,sku_1,4,1.87,7.48
tx_74,store_3,2026-01-28 17:19:00,sku_7,4,3.23,12.92
tx_75,store_1,2026-01-02 17:09:00,sku_6,1,9.18,9.18
tx_76,store_2,2026-01-11 14:49:00,sku_6,3,9.12,27.36
tx_77,store_1,2026-01-02 10:17:00,sku_2,3,2.73,8.19
tx_78,store_1,2026-01-10 21:53:00,sku_7,1,4.51,4.51
tx_79,store_3,2026-01-29 00:43:00,sku_5,2,2.16,4.32
tx_80,store_2,2026-01-06 21:53:00,sku_2,3,2.99,8.97
tx_81,store_1,2026-01-16 04:51:00,sku_5,3,2.21,6.63
tx_82,store_3,2026-01-07 12:13:00,sku_2,4,2.09,8.36
tx_83,store_3,2026-01-25 10:16:00,sku_1,2,1.73,3.46
tx_84,store_2,2026-01-22 11:16:00,sku_6,1,6.33,6.33
tx_85,store_3,2026-01-13 18:47:00,sku_7,4,3.7,14.8
tx_86,store_3,2026-01-16 16:44:00,sku_6,4,7.07,28.28
tx_87,store_2,2026-01-16 18:15:00,sku_3,3,10.11,30.33
tx_88,store_1,2026-01-15 15:36:00,sku_2,2,2.54,5.08
tx_89,store_2,2026-01-16 23:14:00,sku_5,2,3.61,7.22
tx_90,store_3,2026-01-13 04:14:00,sku_7,2,4.1,8.2
tx_91,store_3,2026-01-03 06:38:00,sku_2,4,2.38,9.52
tx_92,store_3,2026-01-27 09:03:00,sku_6,1,9.36,9.36
tx_93,store_3,2026-01-28 14:22:00,sku_6,2,7.17,14.34
tx_94,store_1,2026-01-15 07:56:00,sku_5,2,2.28,4.56
tx_95,store_1,2026-01-25 01:26:00,sku_4,3,14.7,44.1
tx_96,store_2,2026-01-06 11:13:00,sku_6,3,7.22,21.66
tx_97,store_1,2026-01-10 20:16:00,sku_6,3,9.34,28.02
tx_98,store_3,2026-01-21 06:01:00,sku_5,1,3.81,3.81
tx_99,store_3,2026-01-02 17:06:00,sku_4,4,10.73,42.92
tx_100,store_3,2026-01-16 04:20:00,sku_2,4,2.02,8.08
tx_101,store_1,2026-01-04 18:16:00,sku_7,3,3.3,9.9
tx_102,store_3,2026-01-19 23:01:00,sku_7,1,2.55,2.55
tx_103,store_2,2026-01-20 22:25:00,sku_5,4,2.38,9.52
tx_104,store_1,2026-01-01 19:28:00,sku_4,2,10.81,21.62
tx_105,store_2,2026-01-23 23:46:00,sku_7,4,4.52,18.08
tx_106,store_3,2026-01-04 03:13:00,sku_2,4,2.61,10.44
tx_107,store_2,2026-01-03 01:40:00,sku_2,4,2.48,9.92
tx_108,store_1,2026-01-13 14:12:00,sku_3,3,8.97,26.91
tx_109,store_2,2026-01-09 15:57:00,sku_2,2,1.81,3.62
tx_110,store_2,2026-01-14 08:07:00,sku_4,3,11.7,35.1
tx_111,store_2,2026-01-12 23:14:00,sku_6,2,6.78,13.56
tx_112,store_3,2026-01-13 18:16:00,sku_2,3,2.22,6.66
tx_113,store_1,2026-01-04 08:15:00,sku_6,2,6.67,13.34
tx_114,store_3,2026-01-18 11:21:00,sku_3,3,10.19,30.57
tx_115,store_2,2026-01-09 07:16:00,sku_2,3,2.71,8.13
tx_116,store_2,2026-01-02 12:59:00,sku_3,2,10.54,21.08
tx_117,store_1,2026-01-21 09:34:00,sku_3,3,10.51,31.53
tx_118,store_2,2026-01-01 13:27:00,sku_3,3,10.61,31.83
tx_119,store_2,2026-01-30 15:00:00,sku_4,4,15.08,60.32
tx_120,store_2,2026-01-01 13:17:00,sku_4,4,13.25,53.0
tx_121,store_1,2026-01-17 12:06:00,sku_6,1,8.76,8.76
tx_122,store_3,2026-01-27 10:28:00,sku_2,1,2.62,2.62
tx_123,store_3,2026-01-18 10:08:00,sku_6,4,8.78,35.12
tx_124,store_2,2026-01-29 16:45:00,sku_2,1,1.97,1.97
tx_125,store_1,2026-01-26 18:07:00,sku_7,4,4.59,18.36
tx_126,store_2,2026-01-26 12:40:00,sku_2,1,2.6,2.6
tx_127,store_1,2026-01-28 00:30:00,sku_5,3,1.07,3.21
tx_128,store_1,2026-01-21 08:32:00,sku_5,4,4.71,18.84
tx_129,store_1,2026-01-30 23:43:00,sku_1,1,1.66,1.66
tx_130,store_3,2026-01-20 10:11:00,sku_6,4,8.23,32.92
tx_131,store_2,2026-01-07 14:46:00,sku_2,4,2.72,10.88
tx_132,store_1,2026-01-17 14:52:00,sku_7,2,4.19,8.38
tx_133,store_2,2026-01-20 06:09:00,sku_3,4,9.13,36.52
tx_134,store_2,2026-01-05 02:09:00,sku_4,3,12.09,36.27
tx_135,store_2,2026-01-16 03:09:00,sku_5,4,1.67,6.68
tx_136,store_2,2026-01-31 17:49:00,sku_4,3,12.86,38.58
tx_137,store_3,2026-01-25 05:15:00,sku_4,2,15.01,30.02
tx_138,store_3,2026-01-01 04:25:00,sku_1,2,2.05,4.1
tx_139,store_1,2026-01-11 17:50:00,sku_5,2,4.76,9.52
tx_140,store_1,2026-01-20 12:14:00,sku_5,4,1.98,7.92
tx_141,store_1,2026-01-06 01:41:00,sku_5,3,4.07,12.21
tx_142,store_3,2026-01-26 08:10:00,sku_1,1,1.71,1.71
tx_143,store_3,2026-01-10 15:18:00,sku_5,2,2.23,4.46
tx_144,store_2,2026-01-12 11:11:00,sku_3,1,9.74,9.74
tx_145,store_3,2026-01-10 13:29:00,sku_7,2,4.85,9.7
tx_146,store_1,2026-01-07 04:32:00,sku_1,4,1.67,6.68
tx_147,store_1,2026-01-01 05:55:00,sku_2,3,2.72,8.16
tx_148,store_2,2026-01-23 12:51:00,sku_7,3,4.48,13.44
tx_149,store_1,2026-01-10 20:51:00,sku_7,1,3.7,3.7
tx_150,store_3,2026-01-31 09:38:00,sku_2,2,2.14,4.28
tx_151,store_3,2026-01-20 23:08:00,sku_5,1,2.82,2.82
tx_152,store_3,2026-01-02 09:11:00,sku_1,3,2.09,6.27
tx_153,store_1,2026-01-19 22:46:00,sku_3,3,8.18,24.54
tx_154,store_1,2026-01-30 16:59:00,sku_2,2,2.7,5.4
tx_155,store_2,2026-01-13 03:58:00,sku_1,1,2.06,2.06
tx_156,store_1,2026-01-13 05:19:00,sku_3,4,9.13,36.52
tx_157,store_3,2026-01-03 02:32:00,sku_4,3,13.65,40.95
tx_158,store_1,2026-01-25 18:45:00,sku_4,2,10.7,21.4
tx_159,store_3,2026-01-07 18:42:00,sku_6,2,6.09,12.18
tx_160,store_1,2026-01-20 14:45:00,sku_2,1,1.91,1.91
tx_161,store_1,2026-01-14 05:59:00,sku_1,2,2.4,4.8
tx_162,store_1,2026-01-13 05:02:00,sku_3,4,8.9,35.6
tx_163,store_3,2026-01-23 21:10:00,sku_2,1,2.87,2.87
tx_164,store_3,2026-01-23 14:13:00,sku_5,1,4.55,4.55
tx_165,store_2,2026-01-16 07:33:00,sku_6,3,7.49,22.47
tx_166,store_2,2026-01-03 09:05:00,sku_6,2,6.82,13.64
tx_167,store_3,2026-01-12 00:37:00,sku_7,4,2.96,11.84
tx_168,store_2,2026-01-30 11:34:00,sku_6,2,7.62,15.24
tx_169,store_3,2026-01-20 03:37:00,sku_5,3,1.28,3.84
tx_170,store_3,2026-01-29 03:59:00,sku_3,4,10.44,41.76
tx_171,store_1,2026-01-22 12:30:00,sku_3,1,8.64,8.64
tx_172,store_3,2026-01-28 02:31:00,sku_2,3,2.95,8.85
tx_173,store_3,2026-01-14 14:26:00,sku_5,1,4.96,4.96
tx_174,store_2,2026-01-26 03:44:00,sku_2,3,2.88,8.64
tx_175,store_2,2026-01-04 07:00:00,sku_4,3,10.4,31.2
tx_176,store_1,2026-01-17 03:04:00,sku_2,3,2.56,7.68
tx_177,store_3,2026-01-23 11:36:00,sku_5,2,4.12,8.24
tx_178,store_1,2026-01-28 16:50:00,sku_1,1,2.41,2.41
tx_179,store_3,2026-01-13 16:40:00,sku_3,1,8.76,8.76
tx_180,store_2,2026-01-06 04:00:00,sku_4,4,11.84,47.36
tx_181,store_2,2026-01-24 14:07:00,sku_3,2,8.94,17.88
tx_182,store_1,2026-01-07 04:07:00,sku_7,4,3.81,15.24
tx_183,store_2,2026-01-08 19:31:00,sku_1,1,2.46,2.46
tx_184,store_1,2026-01-25 08:17:00,sku_1,1,2.12,2.12
tx_185,store_3,2026-01-08 12:45:00,sku_6,4,8.77,35.08
tx_186,store_2,2026-01-24 10:54:00,sku_2,3,2.37,7.11
tx_187,store_3,2026-01-05 22:01:00,sku_4,1,11.85,11.85
tx_188,store_3,2026-01-12 12:20:00,sku_5,1,2.39,2.39
tx_189,store_3,2026-01-23 15:22:00,sku_3,2,8.15,16.3
tx_190,store_1,2026-01-04 20:28:00,sku_7,3,2.89,8.67
tx_191,store_1,2026-01-15 16:59:00,sku_7,4,3.55,14.2
tx_192,store_3,2026-01-11 08:10:00,sku_7,2,3.39,6.78
tx_193,store_1,2026-01-31 09:39:00,sku_5,4,2.99,11.96
tx_194,store_1,2026-01-10 21:55:00,sku_7,2,2.93,5.86
tx_195,store_3,2026-01-10 12:52:00,sku_6,3,7.47,22.41
tx_196,store_2,2026-01-21 04:56:00,sku_7,4,2.62,10.48
tx_197,store_1,2026-01-13 10:07:00,sku_4,1,10.1,10.1
tx_198,store_1,2026-01-07 08:12:00,sku_6,1,8.79,8.79
tx_199,store_2,2026-01-10 08:02:00,sku_5,4,4.18,16.72
tx_200,store_2,2026-01-22 02:08:00,sku_3,4,9.28,37.12
tx_201,store_2,2026-01-10 17:54:00,sku_7,2,2.72,5.44
tx_202,store_1,2026-01-14 17:02:00,sku_5,3,2.13,6.39
tx_203,store_3,2026-01-11 07:53:00,sku_3,2,10.49,20.98
tx_204,store_1,2026-01-27 14:29:00,sku_7,4,4.4,17.6
tx_205,store_1,2026-01-26 01:07:00,sku_3,4,8.48,33.92
tx_206,store_2,2026-01-05 14:41:00,sku_6,1,6.31,6.31
tx_207,store_3,2026-01-15 03:12:00,sku_3,3,10.65,31.95
tx_208,store_1,2026-01-06 12:31:00,sku_6,3,9.57,28.71
tx_209,store_2,2026-01-11 12:57:00,sku_5,4,1.17,4.68
tx_210,store_2,2026-01-06 17:09:00,sku_4,4,14.59,58.36
tx_211,store_1,2026-01-20 11:57:00,sku_4,4,10.73,42.92
tx_212,store_1,2026-01-18 09:06:00,sku_7,1,4.84,4.84
tx_213,store_3,2026-01-19 13:53:00,sku_1,1,1.95,1.95
tx_214,store_2,2026-01-30 14:43:00,sku_5,1,2.69,2.69
tx_215,store_1,2026-01-16 09:53:00,sku_5,3,2.07,6.21
tx_216,store_2,2026-01-30 12:22:00,sku_2,4,2.25,9.0
tx_217,store_1,2026-01-18 17:57:00,sku_1,1,2.43,2.43
tx_218,store_3,2026-01-05 09:08:00,sku_5,4,3.26,13.04
tx_219,store_1,2026-01-20 09:51:00,sku_5,3,3.67,11.01
tx_220,store_3,2026-01-17 22:10:00,sku_3,2,9.57,19.14
tx_221,store_1,2026-01-13 22:46:00,sku_1,1,2.34,2.34
tx_222,store_2,2026-01-21 06:43:00,sku_1,2,1.98,3.96
tx_223,store_1,2026-01-10 02:31:00,sku_4,2,13.0,26.0
tx_224,store_2,2026-01-15 23:31:00,sku_1,4,2.4,9.6
tx_225,store_2,2026-01-14 00:44:00,sku_3,3,9.73,29.19
tx_226,store_3,2026-01-04 17:40:00,sku_2,2,2.4,4.8
tx_227,store_1,2026-01-03 01:56:00,sku_5,1,1.72,1.72
tx_228,store_2,2026-01-29 23:27:00,sku_2,1,2.69,2.69
tx_229,store_2,2026-01-15 18:32:00,sku_7,2,4.49,8.98
tx_230,store_2,2026-01-02 01:49:00,sku_5,3,1.86,5.58
tx_231,store_3,2026-01-29 09:13:00,sku_6,3,7.38,22.14
tx_232,store_2,2026-01-01 08:51:00,sku_1,1,2.39,2.39
tx_233,store_3,2026-01-24 03:27:00,sku_7,4,4.85,19.4
tx_234,store_2,2026-01-24 03:56:00,sku_1,4,2.17,8.68
tx_235,store_2,2026-01-13 20:59:00,sku_5,4,3.78,15.12
tx_236,store_3,2026-01-15 01:53:00,sku_1,3,2.3,6.9
tx_237,store_2,2026-01-07 10:23:00,sku_6,4,6.05,24.2
tx_238,store_3,2026-01-01 11:35:00,sku_1,1,1.81,1.81
tx_239,store_3,2026-01-21 05:15:00,sku_3,4,9.67,38.68
tx_240,store_2,2026-01-03 13:14:00,sku_5,2,2.1,4.2
tx_241,store_1,2026-01-11 12:51:00,sku_2,2,2.43,4.86
tx_242,store_3,2026-01-01 17:37:00,sku_6,3,9.32,27.96
tx_243,store_3,2026-01-04 08:03:00,sku_4,1,14.87,14.87
tx_244,store_1,2026-01-18 00:07:00,sku_7,4,4.19,16.76
tx_245,store_1,2026-01-10 13:19:00,sku_2,1,2.83,2.83
tx_246,store_1,2026-01-28 04:23:00,sku_4,2,15.0,30.0
tx_247,store_1,2026-01-22 09:28:00,sku_6,2,9.9,19.8
tx_248,store_1,2026-01-16 11:29:00,sku_6,2,7.79,15.58
tx_249,store_3,2026-01-05 11:03:00,sku_5,4,4.96,19.84
tx_250,store_2,2026-01-26 14:58:00,sku_5,4,3.58,14.32
tx_251,store_3,2026-01-17 09:39:00,sku_1,2,1.62,3.24
tx_252,store_3,2026-01-02 02:54:00,sku_5,2,3.99,7.98
tx_253,store_3,2026-01-19 04:43:00,sku_6,4,8.41,33.64
tx_254,store_2,2026-01-26 00:07:00,sku_5,4,3.35,13.4
tx_255,store_1,2026-01-24 08:35:00,sku_2,3,2.52,7.56
tx_256,store_2,2026-01-20 05:16:00,sku_6,2,6.98,13.96
tx_257,store_2,2026-01-10 04:10:00,sku_4,4,13.37,53.48
tx_258,store_2,2026-01-11 22:36:00,sku_5,4,4.45,17.8
tx_259,store_2,2026-01-05 01:59:00,sku_1,1,2.39,2.39
tx_260,store_1,2026-01-30 14:40:00,sku_4,4,14.87,59.48
tx_261,store_2,2026-01-20 20:10:00,sku_4,3,15.39,46.17
tx_262,store_2,2026-01-04 11:02:00,sku_4,4,10.9,43.6
tx_263,store_1,2026-01-26 21:03:00,sku_2,2,2.22,4.44
tx_264,store_3,2026-01-08 20:17:00,sku_7,3,2.81,8.43
tx_265,store_2,2026-01-30 11:45:00,sku_4,4,10.3,41.2
tx_266,store_1,2026-01-03 02:28:00,sku_2,1,2.77,2.77
tx_267,store_2,2026-01-30 14:49:00,sku_4,1,14.44,14.44
tx_268,store_2,2026-01-08 18:43:00,sku_7,1,2.78,2.78
tx_269,store_2,2026-01-06 20:35:00,sku_2,4,2.36,9.44
tx_270,store_3,2026-01-04 03:51:00,sku_7,1,4.12,4.12
tx_271,store_2,2026-01-02 22:49:00,sku_4,2,10.82,21.64
tx_272,store_2,2026-01-02 03:17:00,sku_7,3,3.02,9.06
tx_273,store_1,2026-01-02 13:03:00,sku_4,3,13.11,39.33
tx_274,store_3,2026-01-04 12:18:00,sku_3,1,10.4,10.4
tx_275,store_1,2026-01-08 15:18:00,sku_5,1,1.56,1.56
tx_276,store_3,2026-01-20 00:49:00,sku_6,1,7.59,7.59
tx_277,store_3,2026-01-26 03:21:00,sku_7,2,3.64,7.28
tx_278,store_1,2026-01-03 18:26:00,sku_7,2,3.55,7.1
tx_279,store_3,2026-01-07 20:18:00,sku_7,1,2.67,2.67
tx_280,store_2,2026-01-28 08:15:00,sku_2,4,1.84,7.36
tx_281,store_1,2026-01-12 11:43:00,sku_6,2,9.2,18.4
tx_282,store_2,2026-01-28 19:36:00,sku_7,4,2.79,11.16
tx_283,store_2,2026-01-03 06:17:00,sku_1,4,2.43,9.72
tx_284,store_3,2026-01-05 11:06:00,sku_5,4,4.74,18.96
tx_285,store_3,2026-01-10 22:26:00,sku_3,3,9.49,28.47
tx_286,store_1,2026-01-23 02:05:00,sku_1,1,1.56,1.56
tx_287,store_2,2026-01-12 11:05:00,sku_1,4,1.84,7.36
tx_288,store_3,2026-01-18 05:34:00,sku_4,2,12.76,25.52
tx_289,store_1,2026-01-06 16:12:00,sku_3,1,8.29,8.29
tx_290,store_1,2026-01-27 03:07:00,sku_3,3,10.15,30.45
tx_291,store_1,2026-01-06 15:42:00,sku_7,3,3.64,10.92
tx_292,store_3,2026-01-26 09:28:00,sku_5,3,4.56,13.68
tx_293,store_3,2026-01-03 09:30:00,sku_7,2,4.06,8.12
tx_294,store_2,2026-01-11 03:42:00,sku_6,3,8.42,25.26
tx_295,store_1,2026-01-04 01:46:00,sku_2,2,2.49,4.98
tx_296,store_1,2026-01-26 08:59:00,sku_5,1,2.4,2.4
tx_297,store_3,2026-01-11 17:47:00,sku_7,1,4.96,4.96
tx_298,store_1,2026-01-09 07:17:00,sku_7,1,2.69,2.69
tx_299,store_3,2026-01-16 07:59:00,sku_6,3,9.71,29.13
tx_300,store_1,2026-01-18 07:02:00,sku_5,2,3.89,7.78
tx_301,store_3,2026-01-10 18:10:00,sku_6,2,8.05,16.1
tx_302,store_3,2026-01-11 06:25:00,sku_7,2,2.62,5.24
tx_303,store_1,2026-01-12 07:46:00,sku_4,1,14.83,14.83
tx_304,store_2,2026-01-25 20:22:00,sku_2,1,1.9,1.9
tx_305,store_1,2026-01-28 05:21:00,sku_6,1,7.82,7.82
tx_306,store_3,2026-01-18 22:32:00,sku_4,2,14.87,29.74
tx_307,store_3,2026-01-08 07:42:00,sku_6,2,9.63,19.26
tx_308,store_2,2026-01-26 09:47:00,sku_7,1,3.2,3.2
tx_309,store_3,2026-01-28 00:13:00,sku_6,3,7.52,22.56
tx_310,store_3,2026-01-29 23:42:00,sku_1,4,1.51,6.04
tx_311,store_3,2026-01-27 02:29:00,sku_3,3,10.86,32.58
tx_312,store_1,2026-01-31 11:45:00,sku_4,3,12.31,36.93
tx_313,store_1,2026-01-14 22:05:00,sku_1,1,2.28,2.28
tx_314,store_1,2026-01-02 04:49:00,sku_6,2,7.18,14.36
tx_315,store_1,2026-01-31 04:24:00,sku_2,2,2.36,4.72
tx_316,store_3,2026-01-20 04:13:00,sku_2,4,1.85,7.4
tx_317,store_1,2026-01-04 15:48:00,sku_5,2,2.14,4.28
tx_318,store_1,2026-01-16 08:07:00,sku_5,4,4.61,18.44
tx_319,store_1,2026-01-11 08:12:00,sku_2,3,1.89,5.67
tx_320,store_2,2026-01-02 23:02:00,sku_3,4,8.88,35.52
tx_321,store_1,2026-01-17 14:29:00,sku_4,2,14.95,29.9
tx_322,store_2,2026-01-20 16:53:00,sku_5,1,4.85,4.85
tx_323,store_2,2026-01-24 11:02:00,sku_6,1,8.99,8.99
tx_324,store_2,2026-01-01 18:30:00,sku_3,1,8.0,8.0
tx_325,store_3,2026-01-26 20:18:00,sku_6,3,7.6,22.8
tx_326,store_2,2026-01-12 01:07:00,sku_1,3,2.09,6.27
tx_327,store_3,2026-01-17 04:51:00,sku_5,4,2.18,8.72
tx_328,store_3,2026-01-24 07:01:00,sku_7,1,3.74,3.74
tx_329,store_1,2026-01-23 22:22:00,sku_3,3,9.83,29.49
tx_330,store_1,2026-01-04 14:06:00,sku_1,1,2.21,2.21
tx_331,store_2,2026-01-30 02:20:00,sku_7,3,2.94,8.82
tx_332,store_1,2026-01-31 03:44:00,sku_4,2,11.44,22.88
tx_333,store_2,2026-01-03 10:20:00,sku_2,3,2.83,8.49
tx_334,store_2,2026-01-14 13:14:00,sku_5,2,4.82,9.64
tx_335,store_3,2026-01-19 06:21:00,sku_2,3,2.04,6.12
tx_336,store_2,2026-01-21 14:46:00,sku_6,4,9.22,36.88
tx_337,store_2,2026-01-30 04:21:00,sku_4,1,10.19,10.19
tx_338,store_3,2026-01-14 04:09:00,sku_6,2,6.27,12.54
tx_339,store_2,2026-01-04 06:31:00,sku_3,4,8.85,35.4
tx_340,store_3,2026-01-08 08:33:00,sku_1,2,1.91,3.82
tx_341,store_2,2026-01-18 23:10:00,sku_5,2,3.06,6.12
tx_342,store_1,2026-01-02 12:41:00,sku_1,1,1.68,1.68
tx_343,store_2,2026-01-04 19:43:00,sku_4,3,14.55,43.65
tx_344,store_3,2026-01-22 03:04:00,sku_4,2,10.85,21.7
tx_345,store_3,2026-01-09 12:58:00,sku_4,2,14.16,28.32
tx_346,store_1,2026-01-27 20:10:00,sku_4,4,12.57,50.28
tx_347,store_1,2026-01-20 03:14:00,sku_4,3,10.47,31.41
tx_348,store_1,2026-01-04 06:11:00,sku_3,3,8.61,25.83
tx_349,store_3,2026-01-10 10:01:00,sku_7,2,2.61,5.22
tx_350,store_2,2026-01-13 09:05:00,sku_1,4,1.75,7.0
tx_351,store_1,2026-01-22 09:33:00,sku_2,4,1.84,7.36
tx_352,store_2,2026-01-09 02:24:00,sku_1,3,2.38,7.14
tx_353,store_3,2026-01-18 00:24:00,sku_1,1,1.73,1.73
tx_354,store_1,2026-01-12 22:46:00,sku_1,4,1.74,6.96
tx_355,store_1,2026-01-30 23:01:00,sku_3,2,8.53,17.06
tx_356,store_1,2026-01-06 16:19:00,sku_4,3,14.87,44.61
tx_357,store_3,2026-01-16 12:52:00,sku_7,3,2.81,8.43
tx_358,store_1,2026-01-13 16:18:00,sku_5,2,1.94,3.88
tx_359,store_1,2026-01-12 11:47:00,sku_3,2,10.41,20.82
tx_360,store_2,2026-01-30 17:00:00,sku_7,4,2.8,11.2
tx_361,store_2,2026-01-02 12:31:00,sku_2,3,2.51,7.53
tx_362,store_1,2026-01-25 13:12:00,sku_4,4,12.46,49.84
tx_363,store_1,2026-01-01 10:41:00,sku_6,1,8.15,8.15
tx_364,store_3,2026-01-14 06:14:00,sku_1,1,1.52,1.52
tx_365,store_3,2026-01-31 07:29:00,sku_2,3,2.05,6.15
tx_366,store_2,2026-01-01 15:24:00,sku_5,4,4.6,18.4
tx_367,store_2,2026-01-10 05:26:00,sku_2,4,2.44,9.76
tx_368,store_1,2026-01-20 20:18:00,sku_6,1,7.5,7.5
tx_369,store_3,2026-01-13 21:34:00,sku_3,1,10.56,10.56
tx_370,store_1,2026-01-16 19:03:00,sku_5,4,1.94,7.76
tx_371,store_1,2026-01-28 11:51:00,sku_2,1,1.99,1.99
tx_372,store_1,2026-01-06 18:41:00,sku_1,1,1.52,1.52
tx_373,store_2,2026-01-01 20:34:00,sku_6,1,9.44,9.44
tx_374,store_2,2026-01-07 10:36:00,sku_3,3,10.38,31.14
tx_375,store_3,2026-01-28 17:17:00,sku_5,1,1.12,1.12
